Integrated_Pathway,Gene,Source_Sub_Pathway
Cell Division in Inflammation,PRC1,GOBP_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,PRKCE,GOBP_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,PRPF40A,GOBP_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,RAB11A,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_MITOTIC_CYTOKINETIC_PROCESS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_MITOTIC_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINETIC_PROCESS/GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,RAB11FIP3,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_MITOTIC_CYTOKINETIC_PROCESS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_MITOTIC_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINETIC_PROCESS/GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,RAB11FIP4,GOBP_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,RAB35,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,RACGAP1,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,RAD21,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
Cell Division in Inflammation,RASA1,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,RHOA,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_MITOTIC_CYTOKINETIC_PROCESS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,RHOB,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,RHOC,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,ROCK1,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,ROCK2,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,ROPN1B,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,RTKN,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,RXFP3,GOBP_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,SEPTIN1,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN10,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN11,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN12,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN14,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN2,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN3,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN4,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN5,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN6,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SEPTIN7,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN8,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SEPTIN9,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,SETD2,GOBP_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,SH3GLB1,GOBP_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,SHCBP1L,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MEIOTIC_CYTOKINESIS
Cell Division in Inflammation,SMC1A,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
Cell Division in Inflammation,SMC3,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
Cell Division in Inflammation,SNX18,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SNX33,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SNX9,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SON,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SPAST,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,SPIRE1,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MEIOTIC_CYTOKINESIS
Cell Division in Inflammation,SPIRE2,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MEIOTIC_CYTOKINESIS
Cell Division in Inflammation,SPTBN1,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SSTR5,GOBP_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,STAG1,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
Cell Division in Inflammation,STAG2,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
Cell Division in Inflammation,STAMBP,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,STMN1,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,SVIL,GOBP_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,TAS1R2,GOBP_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,TAS2R13,GOBP_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,TEX14,GOBP_CYTOKINESIS/GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,TMEM250,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS
Cell Division in Inflammation,TRIM36,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,TTC19,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,UNC119,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,USP8,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,UVRAG,GOBP_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,VPS4A,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_MITOTIC_CYTOKINETIC_PROCESS/GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,VPS4B,GOBP_CYTOKINESIS/GOBP_CYTOKINETIC_PROCESS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_MITOTIC_CYTOKINETIC_PROCESS
Cell Division in Inflammation,WAPL,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS
Cell Division in Inflammation,WASHC5,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MEIOTIC_CYTOKINESIS
Cell Division in Inflammation,WNK1,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS/GOBP_POSITIVE_REGULATION_OF_MITOTIC_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS
Cell Division in Inflammation,ZFYVE19,GOBP_CYTOKINESIS/GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Cell Division in Inflammation,ZFYVE26,GOBP_CYTOKINESIS/GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS/GOBP_MITOTIC_CYTOKINESIS/GOBP_REGULATION_OF_CYTOKINESIS
Chemokine Signaling,A2M,GOMF_CHEMOKINE_BINDING/GOMF_C_X_C_CHEMOKINE_BINDING
Chemokine Signaling,ACKR1,GOBP_CHEMOKINE_PRODUCTION/GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CHEMOKINE_BINDING/GOMF_C_C_CHEMOKINE_BINDING
Chemokine Signaling,ACKR2,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CHEMOKINE_BINDING/GOMF_C_C_CHEMOKINE_BINDING/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,ACKR3,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CHEMOKINE_BINDING/GOMF_C_C_CHEMOKINE_BINDING/GOMF_C_X_C_CHEMOKINE_BINDING/GOMF_C_X_C_CHEMOKINE_RECEPTOR_ACTIVITY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,ACKR4,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CHEMOKINE_BINDING/GOMF_C_C_CHEMOKINE_BINDING/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,ADAM17,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,ADCY1,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY2,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY3,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY4,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY5,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY6,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY7,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY8,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCY9,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ADCYAP1,GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION/GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,ADIPOQ,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,ADORA2B,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,AGER,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,AIF1,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,AIRE,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,AKT1,KEGG_CHEMOKINE_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY
Chemokine Signaling,AKT2,KEGG_CHEMOKINE_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY
Chemokine Signaling,AKT3,KEGG_CHEMOKINE_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY
Chemokine Signaling,ALOX15B,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,APOD,GOBP_CHEMOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,APP,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,ARG2,GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION/GOBP_CHEMOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,ARRB1,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,ARRB2,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,AZU1,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,BCAR1,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,BRAF,KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,C1QTNF3,GOBP_CHEMOKINE_PRODUCTION/GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,C5,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING
Chemokine Signaling,CARD9,GOBP_CHEMOKINE_PRODUCTION/GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
Chemokine Signaling,CCL1,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL11,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR3_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL13,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL14,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL15,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL16,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL17,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL18,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL19,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL2,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR2_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/KEGG_MEDICUS_REFERENCE_CCR2_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL20,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR6_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL21,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL22,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL23,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL24,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR3_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL25,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL26,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR3_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL27,GOMF_CCR3_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL28,GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL3,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL3L3,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL4,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL4L2,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY
Chemokine Signaling,CCL5,GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY/GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
Chemokine Signaling,CCL7,GOBP_RESPONSE_TO_CHEMOKINE/GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR2_CHEMOKINE_RECEPTOR_BINDING/GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING/GOMF_CHEMOKINE_ACTIVITY/GOMF_CHEMOKINE_RECEPTOR_BINDING/KEGG_CHEMOKINE_SIGNALING_PATHWAY/REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
