Integrated_Pathway,Gene,Source_Sub_Pathway
Caspase Cascade,CASP3,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS / REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE / REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND / REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,CASP6,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS / REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,CASP7,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS / REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE / REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,CASP8,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND / REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,CASP9,GOCC_CASPASE_COMPLEX / REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE / REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,CD14,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,CFLAR,GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS / REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,CRADD,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,CTSG,GOMF_CASPASE_BINDING
Caspase Cascade,CYCS,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE
Caspase Cascade,DAPK1,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,DAPK2,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,DAPK3,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,DBNL,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,DCC,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,FADD,GOMF_CASPASE_BINDING / REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,FAS,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,FASLG,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,GAS2,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,GPAA1,GOCC_CASPASE_COMPLEX
Caspase Cascade,GSN,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,LY96,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,MAGEA3,GOMF_CASPASE_BINDING
Caspase Cascade,MAGED1,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,MAPT,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,NLRC4,GOMF_CASPASE_BINDING / REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,NLRP7,GOMF_CASPASE_BINDING
Caspase Cascade,NOL3,GOMF_CASPASE_BINDING
Caspase Cascade,PAK2,GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS
Caspase Cascade,PIDD1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,PIGK,GOCC_CASPASE_COMPLEX
Caspase Cascade,PIGS,GOCC_CASPASE_COMPLEX
Caspase Cascade,PIGT,GOCC_CASPASE_COMPLEX
Caspase Cascade,PIGU,GOCC_CASPASE_COMPLEX
Caspase Cascade,PLEC,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,RFFL,GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS
Caspase Cascade,RFPL1,GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS
Caspase Cascade,RIOK3,GOMF_CASPASE_BINDING
Caspase Cascade,RIPK1,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,RIPK2,GOMF_CASPASE_BINDING
Caspase Cascade,RNF34,GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS
Caspase Cascade,RPS3,GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS
Caspase Cascade,SPTAN1,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,TICAM1,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TICAM2,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TLR4,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TNFRSF10A,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TNFRSF10B,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TNFSF10,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TP53,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,TP63,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,TP73,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES
Caspase Cascade,TRADD,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,TRAF2,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND
Caspase Cascade,UNC5A,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,UNC5B,REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND
Caspase Cascade,VIM,REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS
Caspase Cascade,XIAP,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE
Cellular Senescence,ABI3,GOBP_CELLULAR_SENESCENCE / GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,ABL1,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,ACD,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,AGO1,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,AGO3,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,AGO4,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,AKT3,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,ANAPC1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC10,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC11,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC15,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC16,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC2,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC4,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC5,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ANAPC7,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,ARG2,GOBP_CELLULAR_SENESCENCE / GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,ASF1A,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,ATM,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,B2M,GOBP_CELLULAR_SENESCENCE / GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,BCL6,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,BMAL1,GOBP_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,BMI1,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,BMPR1A,GOBP_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,BRCA2,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,CABIN1,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,CALR,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,CBX2,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,CBX4,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,CBX6,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,CBX8,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,CCNA1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CCNA2,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CCNE1,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,CCNE2,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,CDC16,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDC23,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDC26,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDC27,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDK2,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDK4,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDK6,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDKN1A,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDKN1B,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDKN2A,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDKN2B,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDKN2C,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CDKN2D,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CEBPB,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,CGAS,GOBP_CELLULAR_SENESCENCE / GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,CITED2,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,COMP,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,CXCL8,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,DNAJA3,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,E2F1,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,E2F2,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,E2F3,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,ECRG4,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,EED,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,EEF1E1,GOBP_CELLULAR_SENESCENCE / GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,EHMT1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,EHMT2,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,EP400,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,ERF,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,ETS1,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,ETS2,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,EZH2,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,FBXO4,GOBP_CELLULAR_SENESCENCE
Cellular Senescence,FBXO5,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,FOS,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,FZR1,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,GCH1,GOBP_CELLULAR_SENESCENCE / GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE / GOBP_REGULATION_OF_CELLULAR_SENESCENCE
Cellular Senescence,H1-0,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,H1-1,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,H1-2,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,H1-3,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,H1-4,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,H1-5,REACTOME_CELLULAR_SENESCENCE / REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF
Cellular Senescence,H2AB1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC14,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC18,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC19,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC20,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC4,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC6,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC7,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AC8,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AJ,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AX,GOBP_CELLULAR_SENESCENCE / REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2AZ2,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC10,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC11,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC12,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC12L,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC13,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC14,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC15,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC17,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC21,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC26,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC3,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC4,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC5,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC6,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC7,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC8,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H2BC9,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3-3A,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3-3B,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3-4,REACTOME_CELLULAR_SENESCENCE
Cellular Senescence,H3C1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C10,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C11,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C12,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C13,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C14,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C15,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C2,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C3,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C4,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C6,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C7,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H3C8,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H4C1,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H4C11,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H4C12,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
Cellular Senescence,H4C13,REACTOME_CELLULAR_SENESCENCE / REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP
